"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"430",519141,"Pomeranz, Drew","430","100.0","0.211","0.122","0.283","0.333","0.267","0.276","0.210","19","90","89.6","7.5","2441","91.5","90.07","52","190","240","-1.4","5.51","115","153","132","147","300","323","311"
"427",607229,"Gsellman, Robert","427","100.0","0.248","0.138","0.270","0.385","0.302","0.332","0.278","27","109","85.7","6.9","1979","91.4","91.36","46","216","211","0.0","6.30","111","151","112","149","298","322","298"
"424",669935,"Alexy, A.J.","424","100.0","0.167","0.179","0.155","0.346","0.300","0.384","0.273","13","78","86.3","20.5","2137","88.2","88.73","41","186","238","0.5","6.69","115","158","128","148","308","324","298"
"424",666168,"Thompson, Mason","424","100.0","0.311","0.165","0.368","0.476","0.380","0.338","0.260","32","103","85.5","7.7","2211","94.4","95.17","38","179","245","0.8","6.75","107","153","119","144","302","322","298"
"421",650668,"Mejía, Humberto","421","100.0","0.340","0.362","0.386","0.702","0.447","0.365","0.300","32","94","89.0","16.3","2158","88.6","88.05","45","213","208","-0.5","6.03","113","153","121","150","296","324","291"
"413",607391,"Mazza, Chris","413","100.0","0.257","0.149","0.291","0.406","0.306","0.304","0.239","26","101","85.5","18.1","2135","85.8","86.68","59","208","205","0.9","6.93","106","155","119","149","297","325","297"
"412",657746,"Ryan, Joe","412","100.0","0.168","0.179","0.197","0.347","0.238","0.265","0.190","16","95","86.3","24.5","2185","87.2","87.31","51","218","194","0.1","6.27","112","162","115","150","294","330","292"
"412",622446,"Rodriguez, Jefry","412","100.0","0.266","0.202","0.279","0.468","0.371","0.377","0.272","25","94","90.4","19.9","2305","91.4","92.52","38","187","225","1.1","6.87","112","155","122","146","301","318","296"
"410",461325,"Clippard, Tyler","410","100.0","0.232","0.168","0.264","0.400","0.315","0.364","0.260","22","95","86.7","22.6","1930","83.2","82.35","46","189","221","-0.8","6.15","111","152","116","150","296","325","295"
"406",664092,"Poppen, Sean","406","100.0","0.316","0.153","0.414","0.469","0.367","0.350","0.286","31","98","89.6","7.2","2081","89.6","89.48","43","166","240","-0.1","6.28","109","150","120","147","297","323","293"
"405",670456,"Hammer, JD","405","100.0","0.259","0.148","0.321","0.407","0.336","0.296","0.221","21","81","92.0","15.2","2410","89.7","89.05","41","168","237","-0.6","5.98","109","149","113","147","296","323","293"
"403",592233,"Crichton, Stefan","403","100.0","0.333","0.162","0.370","0.495","0.386","0.346","0.257","33","99","90.5","15.1","2051","87.1","86.39","27","175","227","-0.7","6.12","107","151","117","148","303","328","300"
"401",676831,"Whitley, Kodi","401","100.0","0.172","0.057","0.230","0.230","0.231","0.281","0.207","15","87","83.6","16.2","2100","89.7","89.54","66","210","191","-0.2","6.19","114","155","119","148","297","318","294"
"400",592858,"Wick, Rowan","400","100.0","0.205","0.048","0.296","0.253","0.271","0.297","0.206","17","83","85.4","14.2","2349","89.4","89.60","49","166","234","0.2","6.47","108","154","117","151","297","325","300"
"399",608349,"Knebel, Corey","399","100.0","0.176","0.099","0.233","0.275","0.229","0.265","0.200","16","91","90.1","12.2","2565","89.4","89.22","61","196","203","-0.2","6.42","113","158","117","150","299","319","294"
"393",571948,"Milner, Hoby","393","100.0","0.323","0.290","0.400","0.613","0.408","0.384","0.305","30","93","88.5","16.4","1912","85.0","84.28","44","184","209","-0.7","6.46","108","154","123","145","299","324","299"
"392",541640,"Ramírez, Erasmo","392","100.0","0.238","0.168","0.253","0.406","0.290","0.292","0.236","24","101","89.5","19.1","2182","90.1","90.50","34","203","189","0.4","6.39","110","157","123","150","300","325","298"
"392",643778,"Webb, Tyler","392","100.0","0.310","0.127","0.368","0.437","0.390","0.365","0.264","22","71","86.4","20.4","2049","86.4","86.09","33","171","221","-0.3","6.54","109","150","117","146","294","317","295"
"391",543351,"Jackson, Jay","391","100.0","0.197","0.184","0.261","0.382","0.299","0.315","0.203","15","76","88.9","20.1","2339","88.3","88.25","52","174","217","0.0","6.22","110","153","112","148","300","323","296"
"383",676050,"Naughton, Packy","383","100.0","0.290","0.129","0.308","0.419","0.354","0.347","0.274","27","93","86.0","4.4","1872","86.7","85.47","38","180","203","-1.2","5.75","109","154","117","148","303","325","299"
"379",672282,"Detmers, Reid","379","100.0","0.295","0.239","0.328","0.534","0.390","0.358","0.261","26","88","88.2","17.2","2148","85.6","84.33","49","183","196","-1.3","5.71","108","155","115","146","302","326","294"
"372",658551,"Fernández, Junior","372","100.0","0.305","0.146","0.354","0.451","0.373","0.366","0.297","25","82","88.7","6.5","2080","93.2","93.59","53","177","195","0.4","6.61","111","154","126","147","295","313","294"
"371",656887,"Reid-Foley, Sean","371","100.0","0.265","0.169","0.352","0.434","0.326","0.307","0.240","22","83","89.5","14.3","2061","90.4","91.80","50","173","198","1.4","7.11","112","151","114","147","302","327","302"
"370",593140,"Feliz, Michael","370","100.0","0.313","0.193","0.386","0.506","0.374","0.377","0.293","26","83","91.2","21.2","2180","88.8","89.57","52","179","191","0.8","6.80","108","152","119","147","293","321","289"
"369",621366,"Borucki, Ryan","369","100.0","0.214","0.214","0.220","0.429","0.318","0.319","0.228","18","84","88.5","4.9","2368","91.3","90.82","46","157","212","-0.5","6.38","108","154","122","147","292","320","292"
"368",669160,"May, Dustin","368","100.0","0.186","0.163","0.255","0.349","0.255","0.268","0.204","16","86","88.0","1.4","2566","94.5","94.56","54","171","197","0.1","6.58","116","162","120","149","295","316","290"
"367",605276,"Hess, David","367","100.0","0.364","0.420","0.355","0.784","0.491","0.426","0.302","32","88","94.0","19.8","2196","89.1","88.31","42","181","186","-0.8","5.78","110","152","118","150","298","319","289"
"365",452027,"Albers, Andrew","365","100.0","0.304","0.405","0.259","0.709","0.446","0.456","0.349","24","79","89.3","18.2","2047","84.3","83.96","20","157","208","-0.3","6.12","106","158","119","149","299","332","291"
"362",544931,"Strasburg, Stephen","362","100.0","0.200","0.188","0.218","0.388","0.308","0.342","0.238","16","80","91.9","13.9","2188","87.2","88.26","37","131","231","1.1","6.99","110","153","113","149","303","317","296"
"361",670955,"Uceta, Edwin","361","100.0","0.253","0.160","0.320","0.413","0.323","0.322","0.229","19","75","87.8","22.4","2229","88.8","88.07","49","173","188","-0.7","6.23","113","156","122","152","297","319","298"
"360",674944,"Guenther, Sean","360","100.0","0.348","0.146","0.411","0.494","0.396","0.336","0.269","31","89","86.0","10.8","2251","88.9","88.46","36","170","190","-0.4","6.07","104","148","117","147","302","322","286"
"360",608650,"Enns, Dietrich","360","100.0","0.207","0.098","0.286","0.305","0.250","0.254","0.210","17","82","85.4","23.4","2173","90.5","90.54","49","205","155","0.0","6.39","102","159","120","148","299","323","296"
"358",670056,"Baragar, Caleb","358","100.0","0.235","0.111","0.273","0.346","0.303","0.316","0.220","19","81","87.2","27.3","2419","90.8","89.48","38","172","186","-1.3","6.57","109","152","116","148","295","322","292"
"357",595191,"Eickhoff, Jerad","357","100.0","0.333","0.389","0.304","0.722","0.462","0.445","0.341","30","90","90.5","17.9","2160","85.1","85.22","31","176","181","0.1","6.30","114","155","112","146","301","331","301"
"356",664076,"Cleavinger, Garrett","356","100.0","0.290","0.203","0.356","0.493","0.384","0.337","0.224","20","69","88.1","8.0","2481","89.9","90.07","36","140","216","0.2","6.26","113","156","116","150","297","317","294"
"354",668687,"Scrubb, Andre","354","100.0","0.214","0.229","0.217","0.443","0.336","0.385","0.256","15","70","89.0","22.3","2523","87.9","87.20","37","129","225","-0.7","5.95","111","154","117","150","291","327","291"
"354",622780,"Perdomo, Angel","354","100.0","0.200","0.233","0.276","0.433","0.350","0.341","0.181","12","60","89.2","13.5","2484","91.0","91.22","48","144","210","0.2","6.55","110","150","116","147","297","320","293"
"352",676265,"Abbott, Cory","352","100.0","0.286","0.357","0.255","0.643","0.426","0.387","0.263","20","70","91.1","15.6","2306","89.9","89.24","32","159","193","-0.7","6.10","109","151","114","150","296","325","301"
"352",623454,"Anderson, Drew","352","100.0","0.238","0.060","0.257","0.298","0.267","0.310","0.252","20","84","89.1","16.6","2195","87.5","87.42","31","162","190","-0.1","6.30","114","158","124","148","304","328","297"
"349",571871,"Krol, Ian","349","100.0","0.303","0.171","0.368","0.474","0.358","0.310","0.259","23","76","85.7","9.4","2322","88.2","87.27","40","168","181","-0.9","5.65","107","153","120","148","296","326","297"
"347",592254,"De León, José","347","100.0","0.289","0.224","0.439","0.513","0.381","0.343","0.232","22","76","89.0","14.7","2045","89.0","89.54","54","163","184","0.5","6.67","107","151","111","144","296","317","286"
"342",458676,"Lindblom, Josh","342","100.0","0.324","0.338","0.360","0.662","0.449","0.443","0.302","23","71","92.0","23.1","2424","84.7","84.19","33","145","197","-0.5","6.23","105","151","120","146","301","324","296"
"342",656686,"Martin, Corbin","342","100.0","0.338","0.324","0.353","0.662","0.461","0.451","0.319","23","68","90.5","13.7","2313","91.1","90.79","30","155","187","-0.3","6.14","109","151","119","150","304","330","300"
"339",571800,"Hutchison, Drew","339","100.0","0.260","0.078","0.279","0.338","0.305","0.363","0.283","20","77","90.4","11.3","2221","89.0","88.65","38","163","176","-0.3","5.98","108","154","114","148","299","329","296"
"338",656793,"Nelson, Nick","338","100.0","0.263","0.158","0.405","0.421","0.380","0.359","0.216","15","57","89.7","10.5","2043","92.4","91.44","46","152","186","-1.0","6.33","107","149","113","146","294","324","287"
"338",605521,"Warren, Art","338","100.0","0.153","0.083","0.270","0.236","0.218","0.202","0.138","11","72","83.3","16.4","2431","89.7","90.07","72","176","162","0.4","6.38","114","151","119","147","296","318","289"
"337",502154,"Britton, Zack","337","100.0","0.262","0.138","0.313","0.400","0.355","0.285","0.179","17","65","84.7","-3.5","2040","90.6","89.68","36","145","192","-0.9","5.67","109","152","117","147","296","322","286"
"333",641447,"Castano, Daniel","333","100.0","0.268","0.183","0.288","0.451","0.342","0.377","0.300","22","82","83.5","10.5","2180","85.4","84.83","28","166","167","-0.6","6.03","107","150","115","149","295","310","289"
"332",605154,"Brebbia, John","332","100.0","0.316","0.241","0.389","0.557","0.379","0.290","0.241","25","79","88.9","18.2","2359","87.1","81.62","42","181","151","-5.5","6.83","107","151","112","146","298","318","292"
"327",502042,"Archer, Chris","327","100.0","0.240","0.173","0.294","0.413","0.316","0.362","0.260","18","75","92.1","20.3","2219","89.2","89.08","44","150","177","-0.1","6.30","106","165","119","150","306","329","297"
"326",664875,"Lawrence, Justin","326","100.0","0.333","0.079","0.429","0.413","0.390","0.357","0.246","21","63","88.9","5.1","2501","91.9","91.10","29","113","213","-0.8","6.25","110","151","120","144","301","326","298"
"325",605541,"Wright Jr., Mike","325","100.0","0.254","0.119","0.286","0.373","0.333","0.363","0.254","17","67","86.8","10.2","2132","88.3","88.69","26","139","186","0.4","6.45","110","152","117","149","300","320","295"
"315",663992,"Lovelady, Richard","315","100.0","0.211","0.132","0.255","0.342","0.265","0.257","0.191","16","76","88.2","7.8","2536","89.9","90.20","43","150","165","0.3","7.05","106","160","114","144","296","322","303"
"315",642233,"Yardley, Eric","315","100.0","0.324","0.230","0.313","0.554","0.408","0.363","0.278","24","74","85.1","-0.7","2179","83.6","82.20","14","126","189","-1.4","6.16","106","151","118","146","301","321","297"
"314",598286,"Ramirez, Nick","314","100.0","0.277","0.133","0.309","0.410","0.312","0.299","0.255","23","83","87.9","10.5","1859","84.5","83.21","32","151","163","-1.3","5.56","112","151","125","146","295","321","310"
"309",518858,"Jones, Nate","309","100.0","0.219","0.315","0.170","0.534","0.349","0.365","0.255","16","73","90.1","18.5","2358","92.5","91.70","44","161","148","-0.8","5.78","109","154","118","150","302","320","293"
"308",664054,"Stashak, Cody","308","100.0","0.258","0.161","0.389","0.419","0.339","0.331","0.217","16","62","91.2","24.2","2187","86.3","85.54","59","153","155","-0.8","5.79","103","151","114","145","302","331","297"
"306",681810,"Warren, Austin","306","100.0","0.205","0.077","0.276","0.282","0.243","0.238","0.187","16","78","88.3","10.0","2367","90.8","90.16","39","140","166","-0.6","6.44","112","157","118","148","303","326","297"
"303",656353,"Davidson, Tucker","303","100.0","0.205","0.178","0.226","0.384","0.287","0.367","0.271","15","73","87.8","10.3","2153","89.1","89.16","41","152","151","0.1","6.12","105","148","122","147","305","316","283"
"301",663878,"Pearson, Nate","301","100.0","0.237","0.153","0.324","0.390","0.332","0.285","0.185","14","59","92.4","23.1","2331","93.6","93.96","40","116","185","0.4","6.66","107","152","132","145","294","324","292"
"300",655889,"Rodríguez, Manuel","300","100.0","0.257","0.186","0.294","0.443","0.353","0.344","0.254","18","70","86.1","5.8","2155","94.4","94.61","34","135","165","0.2","6.30","109","154","115","149","298","324","300"
"299",472551,"Abad, Fernando","299","100.0","0.307","0.147","0.344","0.453","0.350","0.329","0.283","23","75","86.8","9.7","2167","85.0","84.15","18","131","168","-0.8","5.79","105","153","120","145","295","324","293"
"299",623474,"Herget, Jimmy","299","100.0","0.286","0.157","0.380","0.443","0.335","0.294","0.249","20","70","85.0","7.6","2398","84.7","82.40","41","130","169","-2.3","5.00","112","154","117","146","304","326","296"
"296",543045,"Conley, Adam","296","100.0","0.212","0.152","0.240","0.364","0.284","0.280","0.216","14","66","86.5","14.6","2244","90.8","90.74","39","149","147","-0.1","6.55","104","151","114","148","297","322","294"
"295",502522,"Miller, Justin","295","100.0","0.278","0.250","0.273","0.528","0.369","0.403","0.309","20","72","89.8","17.2","2351","90.1","90.28","28","147","148","0.2","6.40","113","154","121","147","299","321","297"
"294",594311,"Gustave, Jandel","294","100.0","0.224","0.104","0.236","0.328","0.270","0.328","0.274","15","67","89.1","7.4","2323","93.7","93.18","24","140","154","-0.5","5.83","106","151","118","145","300","320","298"
"294",488748,"Buchter, Ryan","294","100.0","0.258","0.323","0.262","0.581","0.406","0.383","0.233","16","62","90.9","22.7","2124","84.7","85.17","29","128","166","0.5","6.70","109","152","117","150","302","328","299"
"293",623364,"Wieck, Brad","293","100.0","0.164","0.049","0.303","0.213","0.237","0.250","0.163","10","61","91.6","16.6","2300","90.0","91.07","33","118","175","1.1","7.11","111","154","118","153","293","315","298"
"292",571882,"Law, Derek","292","100.0","0.276","0.190","0.326","0.466","0.353","0.339","0.259","16","58","89.9","10.8","2216","87.4","87.84","48","140","152","0.4","6.53","105","154","113","148","298","327","294"
"286",643615,"Zeuch, T.J.","286","100.0","0.323","0.354","0.294","0.677","0.450","0.449","0.316","21","65","91.4","4.8","2100","89.6","89.35","23","137","149","-0.3","6.30","104","155","122","146","299","317","283"
"286",656266,"Bukauskas, J.B.","286","100.0","0.333","0.250","0.364","0.583","0.404","0.358","0.272","24","72","89.1","9.6","2277","90.3","88.96","35","139","147","-1.3","5.44","110","151","118","149","300","325","298"
"281",658305,"García, Edgar","281","100.0","0.302","0.349","0.304","0.651","0.432","0.368","0.270","19","63","89.0","9.3","2097","90.5","90.95","29","118","163","0.5","6.45","107","150","115","145","294","323","291"
"278",595411,"Sherriff, Ryan","278","100.0","0.241","0.052","0.326","0.293","0.313","0.308","0.211","14","58","85.5","8.7","2298","87.3","86.69","28","113","165","-0.6","6.32","109","151","116","149","295","318","292"
"276",664714,"Newsome, Ljay","276","100.0","0.317","0.317","0.349","0.635","0.405","0.359","0.274","20","63","90.7","16.8","2014","88.3","85.58","35","152","124","-2.7","6.02","110","152","118","146","296","329","301"
"274",656818,"Overton, Connor","274","100.0","0.250","0.161","0.293","0.411","0.303","0.313","0.250","14","56","88.5","15.8","2176","88.0","87.57","35","141","133","-0.4","6.09","111","151","121","149","294","315","298"
"274",592169,"Brice, Austin","274","100.0","0.264","0.189","0.308","0.453","0.371","0.344","0.222","14","53","93.2","16.9","2390","88.3","86.53","25","121","153","-1.8","5.41","112","153","122","146","289","319","296"
"273",571946,"Miller, Shelby","273","100.0","0.327","0.245","0.333","0.571","0.433","0.381","0.269","16","49","90.9","16.1","2335","90.5","91.98","28","118","155","1.5","7.13","111","150","120","146","299","321","293"
"270",641541,"Duplantier, Jon","270","100.0","0.322","0.305","0.333","0.627","0.441","0.395","0.276","19","59","88.9","7.9","2168","87.7","72.48","24","120","150","-15.2","7.18","111","155","119","151","301","324","301"
"268",607457,"Barraclough, Kyle","268","100.0","0.245","0.265","0.286","0.510","0.373","0.315","0.193","12","49","85.8","21.7","2352","85.8","85.85","36","117","151","0.0","6.42","105","156","120","148","299","332","297"
"267",663366,"Burrows, Beau","267","100.0","0.364","0.500","0.314","0.864","0.502","0.478","0.344","16","44","93.0","27.0","2184","89.5","88.27","22","124","143","-1.2","5.49","104","154","116","147","300","330","288"
"260",571676,"Frankoff, Seth","260","100.0","0.333","0.250","0.356","0.583","0.434","0.375","0.253","20","60","81.8","8.3","2409","87.4","86.86","22","123","137","-0.5","6.15","108","154","121","149","307","334","303"
"259",518397,"Alexander, Scott","259","100.0","0.242","0.129","0.250","0.371","0.287","0.287","0.251","15","62","86.5","5.1","2184","90.3","90.08","24","123","136","-0.2","6.07","108","157","115","149","296","316","295"
"259",676606,"Margevicius, Nick","259","100.0","0.250","0.192","0.289","0.442","0.339","0.354","0.277","13","52","89.8","15.4","2127","85.7","84.61","19","118","141","-1.1","6.67","108","153","114","146","299","325","298"
"255",677865,"Bruihl, Justin","255","100.0","0.203","0.047","0.231","0.250","0.239","0.297","0.250","13","64","84.3","10.6","2336","85.7","86.32","27","129","126","0.6","6.55","111","155","112","150","294","316","295"
"254",660600,"Paredes, Enoli","254","100.0","0.212","0.061","0.368","0.273","0.379","0.390","0.204","7","33","92.1","8.4","2579","91.5","91.17","29","93","161","-0.3","6.24","111","152","118","149","292","325","295"
"251",626929,"Thorpe, Lewis","251","100.0","0.237","0.153","0.235","0.390","0.310","0.340","0.269","14","59","88.7","8.2","1918","84.9","85.78","16","117","134","0.9","6.83","102","154","116","148","309","329","294"
"250",669169,"Heasley, Jon","250","100.0","0.278","0.259","0.267","0.537","0.371","0.397","0.292","15","54","92.2","15.8","2283","87.9","87.38","14","112","138","-0.5","6.00","106","157","118","150","298","328","309"
"250",594795,"Dayton, Grant","250","100.0","0.283","0.226","0.333","0.509","0.351","0.323","0.254","15","53","85.9","13.4","2236","86.5","86.70","32","120","130","0.2","6.45","104","146","118","147","300","318","293"
"248",592831,"Wade, Konner","248","100.0","0.390","0.220","0.444","0.610","0.442","0.362","0.311","23","59","90.3","14.6","2071","86.4","84.96","26","118","130","-1.4","5.33","111","152","123","146","297","324","295"
"247",669214,"Menez, Conner","247","100.0","0.276","0.190","0.333","0.466","0.325","0.292","0.258","16","58","87.4","8.5","2128","85.3","85.26","28","129","118","0.0","6.63","114","155","117","147","297","320","292"
"247",676083,"Junk, Janson","247","100.0","0.294","0.235","0.283","0.529","0.357","0.370","0.290","20","68","87.4","13.2","2390","86.7","86.30","21","122","125","-0.4","6.06","116","158","117","150","304","325","298"
"246",669424,"Lambert, Jimmy","246","100.0","0.314","0.235","0.333","0.549","0.402","0.406","0.305","16","51","89.0","23.2","2081","88.4","87.81","19","118","128","-0.6","5.79","112","154","110","149","298","312","293"
"244",623465,"Phillips, Evan","244","100.0","0.212","0.096","0.250","0.308","0.263","0.331","0.283","11","52","89.2","8.8","2174","89.5","89.67","29","128","116","0.2","6.38","112","155","115","149","301","318","294"
"243",640462,"Puk, A.J.","243","100.0","0.310","0.069","0.415","0.379","0.341","0.306","0.254","18","58","93.8","7.6","2168","92.6","93.10","27","109","134","0.5","6.83","108","151","124","153","295","327","302"
"241",543548,"Milone, Tommy","241","100.0","0.323","0.258","0.405","0.581","0.393","0.342","0.295","20","62","87.2","7.5","1933","78.4","77.49","32","116","125","-0.9","6.09","104","149","118","146","292","319","287"
"240",592288,"Emanuel, Kent","240","100.0","0.190","0.190","0.174","0.381","0.273","0.271","0.202","12","63","86.9","10.3","2084","86.2","85.37","14","102","138","-0.8","5.82","116","156","122","152","286","326","292"
"239",664337,"Yajure, Miguel","239","100.0","0.283","0.383","0.256","0.667","0.428","0.428","0.304","17","60","89.7","15.9","2242","86.1","85.99","22","103","136","-0.1","6.23","112","150","117","152","298","324","295"
"237",646242,"Diaz, Jhonathan","237","100.0","0.220","0.140","0.244","0.360","0.302","0.359","0.270","11","50","86.5","10.3","2236","84.7","83.89","22","110","127","-0.8","6.34","113","154","120","148","302","323","294"
"237",640464,"Stewart, Kohl","237","100.0","0.309","0.145","0.357","0.455","0.373","0.358","0.280","17","55","90.4","7.8","2201","88.4","86.75","21","99","138","-1.6","6.47","110","154","113","151","297","320","303"
"231",592612,"Osich, Josh","231","100.0","0.273","0.236","0.262","0.509","0.359","0.283","0.233","15","55","86.0","3.8","2117","86.1","85.14","23","106","125","-1.0","5.70","111","150","113","145","291","318","290"
"230",642073,"Sherfy, Jimmie","230","100.0","0.218","0.164","0.220","0.382","0.293","0.319","0.242","12","55","86.3","14.7","2521","85.4","85.41","21","96","134","0.0","6.19","113","159","116","149","299","317","294"
"230",670090,"Mills, Wyatt","230","100.0","0.352","0.167","0.409","0.519","0.399","0.350","0.287","19","54","84.2","4.2","2093","89.7","90.10","17","97","133","0.4","6.91","109","150","115","146","297","321","292"
"229",594056,"Guduan, Reymin","229","100.0","0.345","0.127","0.340","0.473","0.355","0.411","0.333","19","55","89.6","10.7","2214","89.8","89.30","22","112","117","-0.5","6.03","109","146","121","148","299","325","301"
"227",656981,"Solomon, Peter","227","100.0","0.217","0.065","0.270","0.283","0.280","0.294","0.223","10","46","90.1","10.2","2140","87.2","86.64","20","97","130","-0.6","6.04","112","154","117","152","290","318","290"
"225",594986,"Ryan, Kyle","225","100.0","0.315","0.259","0.318","0.574","0.393","0.356","0.305","17","54","88.9","-0.8","1899","87.2","83.64","15","88","137","-3.6","6.76","111","152","117","150","295","322","299"
"222",664123,"Effross, Scott","222","100.0","0.250","0.173","0.324","0.423","0.304","0.263","0.203","13","52","90.5","9.9","2294","86.7","86.02","30","100","122","-0.7","6.05","107","151","116","149","296","319","296"
"221",676220,"Elledge, Seth","221","100.0","0.302","0.163","0.375","0.465","0.376","0.344","0.260","13","43","89.9","13.1","2300","90.5","90.66","24","87","134","0.2","6.41","113","157","125","148","296","312","293"
"220",641726,"Jefferies, Daulton","220","100.0","0.208","0.151","0.227","0.358","0.278","0.306","0.253","11","53","88.8","6.2","2027","90.6","89.65","19","112","108","-1.0","5.92","113","151","119","150","299","324","300"
"219",592865,"Williams, Taylor","219","100.0","0.273","0.136","0.314","0.409","0.359","0.347","0.251","12","44","91.6","9.5","2440","89.2","88.86","25","98","121","-0.3","6.13","111","147","122","146","300","317","294"
"218",592094,"Adam, Jason","218","100.0","0.244","0.171","0.429","0.415","0.354","0.291","0.167","10","41","87.0","18.4","2540","88.9","88.56","32","94","124","-0.3","6.62","113","149","116","146","294","316","294"
"217",657240,"Merryweather, Julian","217","100.0","0.265","0.245","0.265","0.510","0.353","0.342","0.238","13","49","88.7","9.0","2155","91.4","91.92","23","105","112","0.5","6.72","107","154","131","148","298","322","289"
"215",657228,"Jewell, Jake","215","100.0","0.391","0.370","0.419","0.761","0.503","0.371","0.300","18","46","83.4","11.9","2008","92.0","92.71","31","109","106","0.7","6.66","106","151","119","148","300","326","299"
"215",593604,"Baldonado, Alberto","215","100.0","0.244","0.220","0.269","0.463","0.354","0.372","0.243","10","41","85.3","19.9","2223","88.4","88.71","29","91","124","0.3","6.46","110","152","121","140","298","324","293"
"215",661255,"López, Yoan","215","100.0","0.333","0.278","0.385","0.611","0.409","0.393","0.299","18","54","91.7","10.5","2368","91.3","91.37","28","99","116","0.1","6.81","110","154","122","150","307","335","307"
"214",650347,"Madero, Luís","214","100.0","0.277","0.404","0.250","0.681","0.435","0.389","0.240","13","47","88.7","29.9","2363","84.8","84.94","13","85","129","0.1","6.77","112","151","120","149","296","319","291"
"213",664129,"Hartlieb, Geoff","213","100.0","0.278","0.139","0.370","0.417","0.408","0.360","0.224","10","36","88.7","10.1","2427","90.0","89.95","18","81","132","0.0","6.16","115","151","123","147","304","325","295"
"213",663399,"Waddell, Brandon","213","100.0","0.333","0.286","0.364","0.619","0.450","0.440","0.322","14","42","95.5","17.1","2348","89.3","89.06","23","89","124","-0.2","5.97","110","151","118","146","299","324","297"
"211",650911,"Sánchez, Cristopher","211","100.0","0.320","0.140","0.417","0.460","0.377","0.278","0.208","16","50","81.3","-0.1","2019","90.3","91.49","24","104","107","1.2","7.06","109","153","112","147","291","319","289"
"209",621129,"Cody, Kyle","209","100.0","0.327","0.204","0.394","0.531","0.388","0.368","0.291","16","49","92.8","10.5","2176","89.5","89.68","26","102","107","0.2","6.40","112","149","118","145","291","313","293"
"208",502085,"Robertson, David","208","100.0","0.239","0.174","0.321","0.413","0.308","0.313","0.251","11","46","91.1","15.2","2576","89.8","90.26","23","89","119","0.5","6.72","107","162","119","150","299","331","301"
"207",663855,"Hicks, Jordan","207","100.0","0.147","0.088","0.208","0.235","0.281","0.279","0.167","5","34","80.8","-4.1","2077","95.6","93.54","19","78","129","-2.1","6.51","109","150","116","147","291","308","284"
"207",431148,"Kazmir, Scott","207","100.0","0.313","0.250","0.343","0.563","0.398","0.401","0.300","15","48","92.1","10.8","1914","88.0","86.57","21","102","105","-1.4","5.88","114","157","116","150","297","323","292"
"203",605309,"Kela, Keone","203","100.0","0.244","0.200","0.276","0.444","0.315","0.300","0.227","11","45","89.5","17.7","2387","88.6","88.53","19","84","119","-0.1","6.34","115","156","129","149","294","317","308"
"201",665645,"Castro, Kervin","201","100.0","0.260","0.040","0.342","0.300","0.263","0.302","0.241","13","50","86.1","14.8","2196","90.9","90.53","31","98","103","-0.4","6.81","112","155","115","149","298","324","300"
"199",461872,"Swarzak, Anthony","199","100.0","0.370","0.333","0.390","0.704","0.458","0.405","0.323","20","54","90.2","14.4","2342","89.1","89.32","16","98","101","0.2","6.23","110","155","123","148","300","328","302"
"199",656578,"Jackson, Andre","199","100.0","0.238","0.143","0.290","0.381","0.316","0.297","0.207","10","42","84.2","19.4","2003","88.0","88.01","29","98","101","0.0","6.21","115","158","117","151","296","315","295"
"199",676424,"Bettinger, Alec","199","100.0","0.391","0.304","0.395","0.696","0.476","0.373","0.319","18","46","89.7","17.6","2128","87.5","87.97","12","95","104","0.5","6.52","113","153","119","149","296","320","295"
"199",596049,"Morimando, Shawn","199","100.0","0.375","0.271","0.421","0.646","0.445","0.334","0.262","18","48","89.6","11.5","2292","85.6","85.37","18","95","104","-0.2","6.24","105","149","121","148","304","316","282"
"198",669358,"Baz, Shane","198","100.0","0.130","0.217","0.120","0.348","0.226","0.245","0.165","6","46","88.3","20.3","2444","91.6","91.96","36","102","96","0.4","6.67","111","160","112","151","301","319","294"
"198",671345,"Foley, Jason","198","100.0","0.216","0.189","0.233","0.405","0.339","0.349","0.260","8","37","93.3","4.1","2132","93.1","93.64","14","78","120","0.5","6.57","110","156","120","150","299","326","295"
"198",669135,"Sceroler, Mac","198","100.0","0.375","0.575","0.391","0.950","0.569","0.439","0.277","15","40","92.3","17.0","2307","87.7","87.63","29","91","107","-0.1","6.30","112","151","124","150","301","320","296"
"198",676886,"Beasley, Jeremy","198","100.0","0.200","0.286","0.200","0.486","0.360","0.346","0.186","7","35","90.6","27.7","2226","90.3","90.35","36","94","104","0.0","6.24","109","152","120","147","292","312","289"
"198",594985,"Rowen, Ben","198","100.0","0.273","0.273","0.265","0.545","0.363","0.316","0.230","12","44","88.1","16.2","2272","75.6","74.63","12","82","116","-1.0","5.92","118","161","124","149","299","328","301"
"197",518489,"Brasier, Ryan","197","100.0","0.267","0.156","0.286","0.422","0.319","0.299","0.242","12","45","87.0","3.2","2202","91.8","92.74","26","100","97","0.9","6.85","111","156","118","151","293","326","297"
